0,1,2,3,4,5,6,7,8,9,10,Class/ASD
0.7202638264623412,1.6558877275224635,2.8049717884382175,2.128815121300312,2.6082158866473417,2.4574091164014753,3.7868573796655265,2.8063741683228254,2.4397493032926976,2.642617411083658,2.030784836619842,0.0
1.00583294028592,2.427170607623593,3.2231627567871697,2.6667280514439624,1.55867050567302,3.281781289738454,2.615382336339698,2.3364527539382527,2.5765453121630473,1.439453284397912,2.3422451266876125,0.0
0.7857434776417073,1.7926539216005988,2.638072430081736,2.010107996113157,2.6700898160025655,2.1715325346520555,2.9154511077004757,2.9376272374335772,4.023072453447739,2.7477679621594486,2.170770282400474,0.0
1.07995766645076,0.691441531554461,3.543702106838332,3.8055044185763336,3.3309638336290393,2.437089635401561,3.33068419106864,2.7572623417889424,3.511125072515962,2.899801669882895,2.3112860219339617,0.0
0.8533549832096818,1.3503482244240503,2.1274398353599686,2.133082581721189,2.9092922510724075,2.2794982616063075,3.4600692571773735,2.311834023700615,1.999495872221653,2.002102486587693,2.8070144037332647,0.0
0.9138568975285998,2.5941539641877824,3.665782321305349,2.6823645566049703,1.3638736769847657,3.435245905224382,2.9505452227272695,2.620592370608237,2.6038823233620128,1.817439306798166,1.8430291708832132,0.0
1.2805854723458947,1.880975652197807,2.209910333228641,1.96512997820532,3.214693384516799,3.9066696595448938,5.0087585191558865,2.1168623919005833,2.9520790566871744,2.148904031379958,2.533782817782428,0.0
1.917613971539576,3.321686764569413,4.036089305871993,1.7803840046931654,3.3672498909649073,2.8728761118582877,2.118263820904775,2.6352203504202114,2.066223081352821,1.270226251082553,2.8108705703038024,0.0
1.4003196721363518,1.8553309346693108,1.744867220260044,1.8640930321395968,3.410674967855426,3.5744233220550097,4.097846598851736,1.997123559488372,4.118580499954,1.937527677466127,3.022098439631511,0.0
0.9941727932645412,2.6400735423916584,3.3904333075108126,2.5880289698825036,1.4763709051280236,3.168770117231412,2.1832745394203568,2.622627659718204,3.7820996287863577,1.7680569625979563,2.1173950972742497,0.0
1.4863845814473189,1.2509935942580717,2.8398438735013647,1.3872296451581363,1.861593752332635,1.7558973126953874,3.593207833598924,2.6524941454184545,2.837046130683541,3.007394742009972,4.191937598174127,0.0
1.0157962774602345,2.281259523485625,3.10111049501744,2.7188218080699547,1.6181749258672464,3.3534681519179856,2.8954741320677977,2.13890425430053,1.7721915531578594,1.211384498200116,2.5040312407394585,0.0
1.6373832508979458,2.138767807887336,3.831527610427107,2.0018079828742703,0.5654434891532258,2.8931150297549344,3.228509121819688,2.431529343629136,2.212446541516515,2.170139864735234,3.880701785575732,0.0
1.5216192264777126,1.62780500696738,1.6269584021214551,2.1907396107202235,2.8306077410989534,2.5250933390050516,2.430035519756415,1.4532897169893713,2.272827451692577,3.9220349780626544,2.041821835584238,0.0
3.5773106707272686,2.560681184521455,2.7844433977963,1.6672344996438648,1.176891369333198,4.702214910361029,3.4019921539694824,2.697590977924039,2.691946114299151,3.209637119219823,2.523054310498634,0.0
1.3715232890650422,1.3317027799248975,3.318489592631497,1.460544373091107,1.656731047666242,2.035857581773055,4.328163546932534,2.840563697285345,2.0697926011924537,3.2923069866244217,3.67621634309028,0.0
1.5568498328703912,2.348888250011212,4.256134098014648,1.9886053766798375,0.3756795982906279,2.9833318186100573,3.3637755951325854,2.763703992905098,2.6370788228395665,2.594662776310979,3.389738478995115,0.0
2.236114028390764,2.242896083250719,5.451177544326912,3.2400701178327815,2.6977643733791643,2.1933491795279947,2.841722969444586,1.7818294006860642,2.5799003809187715,2.2082553078894036,4.30207084958139,0.0
1.60499188102444,0.6577293161438067,4.112433175951948,3.4364867281880147,3.455537280827042,3.0423998871742195,3.618835383747849,3.9461660414653488,2.947234460840068,3.3695507053291625,1.9450309184098888,0.0
1.5333059994718463,2.7118954454333273,2.7861797175155365,2.508627374444703,2.0955777075618536,4.785850624070371,3.9569845064837312,1.7484194121388177,3.098638284333498,1.080734912803143,2.6669516950045993,0.0
1.5333059994718463,2.7118954454333273,2.7861797175155365,2.508627374444703,2.0955777075618536,4.785850624070371,3.9569845064837312,1.7484194121388177,3.098638284333498,1.080734912803143,2.6669516950045993,0.0
1.2446523556262696,3.751785099051138,4.253339845465987,2.1207626961878656,2.8909767804680895,2.426075921160739,2.0527651621026206,2.070074575520912,3.4754729690515203,1.595525035604143,2.266515625881944,0.0
3.238523623355311,1.714271350855341,4.481973325434214,2.2533653459234286,4.433593961169528,2.8169479141529226,4.840862161778168,3.492722507965027,3.4458155497245877,2.6510569772102515,3.379002668991026,0.0
1.2709312249763924,3.7040755686207687,4.126877112790356,2.1162951232862697,2.9466330172168647,2.3822288881799625,1.9570043374536608,1.988891827929065,3.4676623944259526,1.4875290292415158,2.4091487560623173,0.0
0.9770955838859328,3.011711921873154,3.785520116940756,1.5528937614606648,3.959469158489034,1.5274941629211556,3.000403586133428,2.567735335564241,3.734019586644125,2.818227049809195,1.9989662676695967,0.0
1.3141216965788705,1.704951534689619,4.411019116023018,3.394799474386154,4.749417892268589,1.8099293345335412,3.576027434144752,2.0883435058265536,2.4079552289097372,2.60719696340615,2.4795595340333567,0.0
2.1877415596071854,2.509766816700647,3.3585184169872595,1.786029083153286,1.1124165668284558,4.2706887107188205,4.170318465581949,1.9395660668446164,3.5291300539161794,1.9044952712293295,4.221913652686471,0.0
2.5983015699670102,2.3353704074996826,0.8069367629895358,3.1006905928575956,2.847591126209096,1.6985497057553658,2.690786177915933,2.613951875378591,2.1879489070898974,3.8441684382007497,2.530607203495488,0.0
2.04835025094607,1.5271009407954306,2.150471182026082,1.8483272452781103,2.9779763687620124,3.171727901056698,2.8702027135641477,2.553567010318066,1.307736282103808,4.291249121245483,1.7386306477178224,0.0
1.5917962503083256,1.057016084087942,1.743289937426162,1.6739967650053602,3.447439290913565,2.44042187049036,2.6541616437988447,3.008232867794405,2.1735691351672703,1.781954253232011,3.4913547939021705,0.0
1.5240012461667924,2.4085251630781217,4.414212513935921,1.9941898428095437,0.3061093023208885,3.0381406098626327,3.483476626001891,2.865182427444166,2.646842041126265,2.729657784329792,3.2114470661831027,0.0
1.3156009841921317,1.893999704203996,4.5150583005385005,3.3138666064278515,4.694946410045986,1.674994645680859,3.096039225325189,2.3339270377894747,3.609604257530778,2.8818026384272013,2.3260260695850663,0.0
1.357260253015988,1.5416436451055069,4.0387270477104495,4.317928916989497,2.244709212937015,3.231099256725174,2.0311333527887045,2.396263020774599,4.051074283173798,1.8241714372078208,2.524024113628803,0.0
2.504840998011863,1.494828597638692,4.2281219392925165,3.5237472828353615,1.7833564603608618,4.409750157902336,4.185758722027871,1.8552712361374843,3.8117732138936247,2.1496027569082616,4.378934691311919,0.0
1.246566687761535,3.428753228054728,4.058864082709543,2.2549062140596465,2.9910386235444184,2.6436592306627102,2.8367853734110984,1.647238230944903,1.4714228244064151,1.119849576174862,2.546176921452233,0.0
3.19305313090192,0.2869697431443,3.135372376953294,3.0061532613427184,2.597008448221191,2.326484959638175,2.840321778688044,3.326224226007489,2.282505351064811,4.557644075967728,2.6500992942309316,0.0
2.379611194827705,2.2180315308874294,2.938055372860719,2.0737845113309055,0.6626088108187803,3.0594550766450728,2.087149117545054,1.2611060745251172,2.06309848283814,3.69254844622673,3.570814241374647,0.0
2.379611194827705,2.2180315308874294,2.938055372860719,2.0737845113309055,0.6626088108187803,3.0594550766450728,2.087149117545054,1.2611060745251172,2.06309848283814,3.69254844622673,3.570814241374647,0.0
